Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Thông tin tài chính khác) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Cá nhân hóa
PSL_DATA_USAGE_RESPONSES:PSL_OTHER:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Thông tin tài chính khác) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quản lý tài khoản
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,true,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Dữ liệu này được thu thập, chia sẻ hay cả hai? / Có thu thập"
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,true,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Dữ liệu này được thu thập, chia sẻ hay cả hai? / Có chia sẻ"
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:PSL_DATA_USAGE_EPHEMERAL,,false,MAYBE_REQUIRED,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Có phải dữ liệu này được xử lý nhất thời không?
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Dữ liệu này là cần thiết đối với hoạt động của ứng dụng hay người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này? / Người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,true,SINGLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Dữ liệu này là cần thiết đối với hoạt động của ứng dụng hay người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này? / Bắt buộc phải thu thập dữ liệu này (người dùng không thể tắt hoạt động thu thập dữ liệu này)
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chức năng của ứng dụng
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Phân tích
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,true,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Thông tin liên lạc của nhà phát triển
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chống lừa đảo, bảo mật và tuân thủ quy định"
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quảng cáo hoặc tiếp thị
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Cá nhân hóa
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quản lý tài khoản
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chức năng của ứng dụng
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Phân tích
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Thông tin liên lạc của nhà phát triển
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chống lừa đảo, bảo mật và tuân thủ quy định"
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,true,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quảng cáo hoặc tiếp thị
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Cá nhân hóa
PSL_DATA_USAGE_RESPONSES:PSL_APPROX_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí ước chừng) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quản lý tài khoản
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Dữ liệu này được thu thập, chia sẻ hay cả hai? / Có thu thập"
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Dữ liệu này được thu thập, chia sẻ hay cả hai? / Có chia sẻ"
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Có phải dữ liệu này được xử lý nhất thời không?
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Dữ liệu này là cần thiết đối với hoạt động của ứng dụng hay người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này? / Người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Dữ liệu này là cần thiết đối với hoạt động của ứng dụng hay người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này? / Bắt buộc phải thu thập dữ liệu này (người dùng không thể tắt hoạt động thu thập dữ liệu này)
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chức năng của ứng dụng
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Phân tích
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Thông tin liên lạc của nhà phát triển
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chống lừa đảo, bảo mật và tuân thủ quy định"
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quảng cáo hoặc tiếp thị
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Cá nhân hóa
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quản lý tài khoản
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chức năng của ứng dụng
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Phân tích
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Thông tin liên lạc của nhà phát triển
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chống lừa đảo, bảo mật và tuân thủ quy định"
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quảng cáo hoặc tiếp thị
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Cá nhân hóa
PSL_DATA_USAGE_RESPONSES:PSL_PRECISE_LOCATION:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Vị trí chính xác) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quản lý tài khoản
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Dữ liệu này được thu thập, chia sẻ hay cả hai? / Có thu thập"
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Dữ liệu này được thu thập, chia sẻ hay cả hai? / Có chia sẻ"
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Có phải dữ liệu này được xử lý nhất thời không?
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Dữ liệu này là cần thiết đối với hoạt động của ứng dụng hay người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này? / Người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Dữ liệu này là cần thiết đối với hoạt động của ứng dụng hay người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này? / Bắt buộc phải thu thập dữ liệu này (người dùng không thể tắt hoạt động thu thập dữ liệu này)
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chức năng của ứng dụng
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Phân tích
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Thông tin liên lạc của nhà phát triển
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chống lừa đảo, bảo mật và tuân thủ quy định"
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quảng cáo hoặc tiếp thị
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Cá nhân hóa
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại thu thập dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quản lý tài khoản
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chức năng của ứng dụng
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Phân tích
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Thông tin liên lạc của nhà phát triển
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Chống lừa đảo, bảo mật và tuân thủ quy định"
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quảng cáo hoặc tiếp thị
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Cá nhân hóa
PSL_DATA_USAGE_RESPONSES:PSL_WEB_BROWSING_HISTORY:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,Sử dụng và xử lý dữ liệu (Nhật ký duyệt web) / Tại sao ứng dụng lại chia sẻ dữ liệu này? Hãy chọn mọi câu trả lời phù hợp. / Quản lý tài khoản
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Email) / Dữ liệu này được thu thập, chia sẻ hay cả hai? / Có thu thập"
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,"Sử dụng và xử lý dữ liệu (Email) / Dữ liệu này được thu thập, chia sẻ hay cả hai? / Có chia sẻ"
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Sử dụng và xử lý dữ liệu (Email) / Có phải dữ liệu này được xử lý nhất thời không?
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Sử dụng và xử lý dữ liệu (Email) / Dữ liệu này là cần thiết đối với hoạt động của ứng dụng hay người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này? / Người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Sử dụng và xử lý dữ liệu (Email) / Dữ liệu này là cần thiết đối với hoạt động của ứng dụng hay người dùng có thể chọn cho phép hoặc không cho phép thu thập dữ liệu này? / Bắt buộc phải thu thập dữ liệu này (người dùng không thể tắt hoạt động thu thập dữ liệu này)
